all_authors,year_published,title,publisher,volume,document_link,date_uploaded,abstract,keywords,pdf_path,cleaned,start,end
"Takahashi, R.",1998,"Proposal of Microdrops-in-Bubble Model for Excess Heat, Cold Fusion and Related Phenomena",The Seventh International Conference on Cold Fusion,1,http://lenr-canr.org/acrobat/ENECOtheseventh.pdf#page=383,2018-11-26,"This paper shows why and how the microdrops-in-bubble model explain the excess heat and the cold fusion. The thermodynamic properties of the micro drops in a bubble,where the pressure is 1 atm, is represented by Laplace's equation, i.e. the pressure(P)-volume(V) curves for various temperatures and the pressure-temperature(T) curves for various volume are drawn. The P-V and P-T curves demand the presence of the surface structure of the liquid and is named here as super water. The P-T curve shows a negative slope increasing as the volume decreases.This property is analysed by the third Maxwell's thermodynamic equation that the entropy is negative . When a microdrop receives a negative pressure the phase change from the normal water to the super water occurs and heat is generated. As the actuation is not by energy,the heat is excess heat. This occurs in both light and heavy water. The cold fusion arises in the minimum microdrop of heavy water under high actuation,as the super liquid is supposed to be liquid plasma and violent concussion is given there. Another effect of the negative pressure to the microdrop is to make it work by increasing the volume like an engine. An actuated microdrop synthesizes a new material whose resolution heat is equivalent to that released in the absence of the synthesis.","theory, Pd, D2O, heat, ICCF-7",4224_ENECOtheseventh.pdf,,383.0,387.0
"Takahashi, Y.",1989,Present status and future problems of cold nuclear fusion,Kagaku Kogaku,53,,,,discussion,,,,
"Takata, N., Kaneko, H., Nozaki, K., Sakuta, K., Tanimoto, M.",1989,A preliminary attempt to measure neutrons from cold fusion,Denshi Gijutsu Kenkyusho Iho,53,,,,"electrolysis, Pd, D2O, neutron",,,,
"Takeda, T., Takizuka, T.",1989,Fractofusion mechanism,J. Phys. Soc. Japan,58,,,,"Theory, fractofusion",,,,
"Takeda, T.",1991,Theory of room temperature nuclear fusion,Genshiryoku Kogyo,37,,,,review,,,,
"Talcott, C. L., Storms, E., Jalbert, R. A., Hoffman, N., David, M. A.",1989,"Tritium Measurements: Methods, Pitfalls, and Result",EPRI/NSF Planning Workshop,,,,,"tritium, error, method, Pd, D2O, electrolysis",,,,
"Talcott, C. L.",1990,Palladium Lattice Dimension Changes Associated With the Two Legs of the Hystersis Loop,"JOWOG-12 Meeting, Atomic Weapons Estab.",,,,,"PdD, Lattice Parameter, PdH",,,,
"Talcott, C. L., Storms, E.",1990,"An Overview of ""Cold Fusion""","JOWOG-12 Meeting, Atomic Weapons Estab.",,,,,review,,,,
"Taleyarkhan, R. P., Block, R. C., West, C. D., Lahey, R. T.",2002,Comments on Shapira and Saltmarsh report,Purdue U.,,,,,review,,,,
"Taleyarkhan, R. P., West, C. D., Cho, J. S., Lahey, R. T., Nigmatulin, R. I., Block, R. C.",2002,Evidence for Nuclear Emissions During Acoustic Cavation,Science,295,,,,"acoustic,, sonic,, neutron",,,,
"Taleyarkhan, R. P., West, C. D., Cho, J. S., Lahey, R. T., Nigmatulin, R. I., Block, R. C.",2002,Evidence for Nuclear Emissions During Acoustic Cavation (Supplemental #1 for Science Online),Science,295,,,,"acoustic,, sonic,, neutron",,,,
"Taleyarkhan, R. P., West, C. D., Cho, J. S., Lahey, R. T., Nigmatulin, R. I., Block, R. C.",2002,Evidence for Nuclear Emissions During Acoustic Cavation (Supplemental #2 for Science Online),Science,295,,,,"acoustic,, sonic,, neutron",,,,
"Taleyarkhan, R. P., West, C. D., Lahey, R. T., Nigmatulin, R. I., Block, R. C., Cho, J. S., Xu, Y.",2009,Recent Advances and Results in Acoustic Inertial Confinement Bubble Nuclear Fusion,Low-Energy Nuclear Reactions and New Energy Technologies Sourcebook Volume 2,,,,,,,,,
"Talley, T. L.",1989,"Nuclear weapon Implications of ""Cold"" Fusion",The 7th Biennial Nuclear Design Phys. Conf,,,,,"theory, weapon",,,,
"Talley, T. L.",1989,Importance of Tritium Experiments,,,,,,"theory, tritium, fractofusion",,,,
"Tamaki, M., Tasaka, K.",1992,Field Formation of the Condensed Matter Fusion by Electro-Transport of Deuterium in Palladium,"Third International Conference on Cold Fusion, ""Frontiers of Cold Fusion""",1,http://lenr-canr.org/acrobat/IkegamiHthirdintera.pdf#page=392,2018-12-04,A model of cold fusion was proposed. Electrotransport effect on deuterium in palladium was crystallographically examined and verified for the field formation of the condensed matter fusion. Electrotransported palladium hydride was analyzed by neutron radiographic technique. The effective number of the electric charge of hydrogen in PdH0.67 was evaluated to be +0.30 ? 0.05.,"Pd, H, charge, structure, PdH, electromigration, ICCF-3, effective charge",4239_IkegamiHthirdintera.pdf,,392.0,392.0
"Tamayo, J. M. M., Rivas, J. M., Celis, B. Z., Garcia, F. P. R., Penaloza, O. N.",1990,Experiments on cold fusion at IMP,Rev. Inst. Mex. Pet.,22,,,,"electrolysis, Pd, D2O, tritium, gamma emission, heat-",,,,
"Tanabe, K.",2017,Plasmonic Concepts for Condensed Matter Nuclear Fusion,J. Condensed Matter Nucl. Sci.,24,http://lenr-canr.org/acrobat/BiberianJPjcondensedw.pdf#page=308,2017-10-19,"We propose and numerically investigate a scheme to provide high-density optical or electromagnetic energy to fuel materials for condensed matter nuclear fusion. Surface plasmons in metal nanoparticulates strongly interact with electromagnetic fields at their resonance, resulting in an intense focusing of the incident energy around the metal surface. It is therefore possible to take the advantage of such high energy concentration, under laser or electric power input, for instance by simply coating the conventional Pd-based fuel materials with noble-metal nanoparticles or nanoshells. This field-enhancement effect can be a powerful method to boost the fusion-triggering electromagnetic or optical energy to significantly improve the reaction rate and experimental reproducibility, and to create low-D-load fusion systems. Importantly, this enhancement scheme is applicable to both gas- and liquid-phase systems, and furthermore, not only for laser/optical power, but also for the conventional electrolysis systems due to the equivalency between light and electromagnetic fields. We also show that the conventional fusion-catalyzing metals of Pd, Ni, and Ti themselves intrinsically exhibit a certain degree of field enhancement for their nanostructured form. Therefore, we point out that this plasmonic effect may have been unknowingly produced particularly in the electrolysis-type fusion experiments reported so far. This field-enhancement phenomenon thus could be a clue to solve the mystery of the energy supplied to overcome the gigantic Coulomb barrier to produce the fusion reaction observed with visible rates, as well as a powerful tool for further technical progress.","Electromagnetic field enhancement, Laser, Metal nanoparticles, Metal nanoshells, Nanophotonics, Plasmonics, Power/energy density",4241_BiberianJPjcondensedw.pdf,,308.0,312.0
"Tanabe, K.",2018,Plasmonic Field Enhancement on Planar Metal Surfaces for Condensed Matter Nuclear Fusion,J. Condensed Matter Nucl. Sci.,27,http://lenr-canr.org/acrobat/BiberianJPjcondensedz.pdf#page=158,2018-11-06,"The enhancement of electromagnetic field energy density around planar metal/dielectric interfaces has been quantitatively investigated. We have found that a certain degree of enhancement is available for Pd, Ni, and Ti, which are commonly used in the field of condensed-matter nuclear fusion. Our results indicate that this electromagnetic boosting effect may have been unknowingly produced in the experiments reported so far, particularly for the electrolysis-type ones. Importantly, this plasmonic enhancement occurs in the case of an optical-power incidence as well as an electric-bias application. It is therefore important to design and optimize the experimental systems, including the choice of materials, structures, and operating conditions, while accounting for the plasmonic energy enhancement effect around the metal surfaces.","Electromagnetic field, Electrolysis, Interface, Laser, Metal, Nanophotonics, Plasmonics, Power/energy density",4242_BiberianJPjcondensedz.pdf,,158.0,
"Tanabe, K.",2020,Plasmonic Field Enhancement at Oxide/Metal Interfaces for Condensed Matter Nuclear Fusion,J. Condensed Matter Nucl. Sci.,31,http://lenr-canr.org/acrobat/BiberianJPjcondensedzd.pdf#page=6,2020-05-08,"The enhancement of electromagnetic field energy density around planar metal/oxide interfaces and metal nanoparticles in oxide matrices has been quantitatively investigated, to analyze the experiments reported so far, as well as to provide a design guide for future experimental systems. We have found that a certain degree of enhancement is available for commonly used material combinations in the field of condensed-matter nuclear fusion, and use of Ag, Al, Au, and Cu would particularly provide significantly larger enhancement. This electromagnetic boosting effect may have unknowingly benefited the experiments reported so far, particularly for the electrolysis-type ones, and its active utilization by proper material and structure choices can improve condensed-matter fusion systems further.","Electrolysis, Electromagnetic field, Interface, Laser, Metal, Nanoparticles, Nanophotonics, Plasmonics, Power/energy density functional calculation, Phase diagram, Quantum espresso, Thermodynamics",4243_BiberianJPjcondensedzd.pdf,,6.0,24.0
"Tanaka, M.",1992,Parametric enhancement of the tunneling transmission through a potential barrier,J. Nucl. Sci. Technol.,29,,,,"theory, tunnelling",,,,
"Tanaka, T., Himeno, S.",2002,A possible enhancement mechanism,"The 9th International Conference on Cold Fusion, Condensed Matter Nuclear Science",1,http://lenr-canr.org/acrobat/TanakaTapossiblee.pdf,2005-02-01,"An enhancing mechanism of nuclear fusions is presented, most part of which is within the framework of the traditional theories. In this mechanism, electron currents play an important role, which are induced by an externally applied field or counterstreams of free electrons which naturally exist inside, surface and outside of bulk metals. At places of electron currents, the electric potential becomes negative and there relevant nuclei gather and collide. Then, if electrons exist in close vicinities in addition, there the electric potential barriers are lowered further and the tunneling effects which bring about nuclear fusions drastically increase. Resultantly, the rate of nuclear fusions enhances as a whole. Then, if shape of the current can be sufficiently fine and strong the increase is more drastic. It is not clear that at present the mechanism can make enhance the fusion to any extent","theory, electron screening",4245_TanakaTapossiblee.pdf,,,
"Tani, T., Kobayashi, Y.",1992,Tunnel Disintegration and Neutron Emission Probability,"Third International Conference on Cold Fusion, ""Frontiers of Cold Fusion""",1,http://lenr-canr.org/acrobat/IkegamiHthirdintera.pdf#page=325,2018-12-04,"It is shown that the main features of the so-called cold fusion, that is, poor reproducibility, high tin ratio and the energy spectrum of neutrons, can be explained by the ""tunnel disintegration"" of a deuterium and the subsequent ""dipole disintegration"" of a deuteron. Especially, the 2.45-MeV peak found in the energy spectrum, which has been considered to be owing to the d-d nuclear fusion, is explained by this mechanism, and therefore the observation of 2.45-MeV neutrons may not be a direct verification of the d-d nuclear fusion.","theory, ICCF-3",4246_IkegamiHthirdintera.pdf,,325.0,332.0
"Tani, T., Kobayashi, Y.",1996,A model for neutron emission from condensed matter,"Sixth International Conference on Cold Fusion, Progress in New Hydrogen Energy",1,http://lenr-canr.org/acrobat/NEDOthesixthin.pdf#page=334,2018-11-29,"We propose a quantum-mechanical model for the neutron emission from condensed matter. This model is based on two new phenomena: the tunnel disintegration of an ionized deuterium molecule and the subsequent dipole disintegration of a deuteron. We calculated the probabilities of the neutron emission from condensed matter by considering the mechanisms of the dipole disintegration, especially the transition from the ground state to the decaying state. The results of the numerical calculation can successfully explain the important features of the neutron energy spectrum : the 2.45-MeV peak, the high-energy component at 3 ~ 7 MeV, and the large Tin ratio. This indi cates that the 2.45-MeV neutrons can be predicted by the dipole disintegration of the deuteron instead of the d-d nuclear fusion.","theory, neutron, ICCF-6",4247_NEDOthesixthin.pdf,,334.0,341.0
"Taniguchi, M., Kaji, N., Takahashi, A.",1996,Search for Anomalous Nuclear Reactions in PdDx by Detection of Nuclear Products in Vacuum/Gas System,"Sixth International Conference on Cold Fusion, Progress in New Hydrogen Energy",1,http://lenr-canr.org/acrobat/NEDOthesixthin.pdf#page=371,2018-11-29,"To detect charged particles from deuterated palladium for the direct evidence of anomalous nuclear reactions in solids, the heat-and-gas-release experiments have been performed. No very clear data for charged particle emission, neutron emission and helium-4 production have been obtained until now. The cause of mass-5 peak increase was discussed.","Pd, particle emission, neutron, ICCF-6",4248_NEDOthesixthin.pdf,,371.0,375.0
"Taniguchi, N., Baba, S., Kawamura, K., Gamo, T.",1990,Conditions for cold nuclear fusion,Nippon Kagaku Kaishi,,,,,"electrolysis Pd, D2O, D2, titanium, gamma emission",,,,
"Taniguchi, R., Yamamoto, T., Irie, S.",1989,Detection of charged particles emitted by electrolytically induced cold nuclear fusion,Jpn. J. Appl. Phys. A,28,http://lenr-canr.org/acrobat/TaniguchiRdetectiono.pdf,2004-02-24,"This paper can be downloaded at the web site of the Japanese Journal of Applied Physics, http://www.ipap.jp/jjap/index.htm. Until January 2004, anyone could register and download papers there at no cost. The journal is now charging for reprints. We hope to make reprints of this and other cold fusion related papers available here. The title, abstract and keywords for this paper are available at in this library. The abstract begins:We have tried to obtain evidence for electrolytically induced cold nuclear fusion by detecting charged particles associated with the nuclear reaction. Charged particles were detected by a conventional silicon surface barrier detector attached close to the thin foil cathode which formed the bottom of an electrolysis cell. The efficiency and signal-to-noise ratio of this system are higher than those of neutron detection systems, which made it easy to determine whether the fusion occurred or not. The energy spectrum measured with the electrolysis of D2O suggested that the nuclear reaction took place in palladium cathode.","neutron, method, particle emission, Pd, D2O, H2O",4250_TaniguchiRdetectiono.pdf,,,
